file1,file2,label
c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Actions for Breach of Contract.embedding.npy,c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Rights of Unpaid Seller.embedding.npy,1
c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Actions for Breach of Contract.embedding.npy,c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Transfer of Property and Title.embedding.npy,1
c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Actions for Breach of Contract.embedding.npy,c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Introduction and Contract for Sale of Goods.embedding.npy,1
c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Actions for Breach of Contract.embedding.npy,c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Implied Conditions and Warranties.embedding.npy,0
c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Actions for Breach of Contract.embedding.npy,c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Performance and Delivery.embedding.npy,0
c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Actions for Breach of Contract.embedding.npy,c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Formalities and Subject Matter.embedding.npy,0
c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Capacity to Buy and Sell.embedding.npy,c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Formalities and Subject Matter.embedding.npy,1
c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Capacity to Buy and Sell.embedding.npy,c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__What are _Goods_ and Consideration.embedding.npy,1
c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Capacity to Buy and Sell.embedding.npy,c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Transfer of Property and Title.embedding.npy,1
c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Capacity to Buy and Sell.embedding.npy,c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Performance and Delivery.embedding.npy,0
c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Capacity to Buy and Sell.embedding.npy,c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Actions for Breach of Contract.embedding.npy,0
c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Capacity to Buy and Sell.embedding.npy,c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Implied Conditions and Warranties.embedding.npy,0
c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Formalities and Subject Matter.embedding.npy,c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Formalities and Subject Matter.embedding.npy,1
c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Formalities and Subject Matter.embedding.npy,c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__What are _Goods_ and Consideration.embedding.npy,1
c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Formalities and Subject Matter.embedding.npy,c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Transfer of Property and Title.embedding.npy,1
c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Formalities and Subject Matter.embedding.npy,c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Introduction and Contract for Sale of Goods.embedding.npy,0
c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Formalities and Subject Matter.embedding.npy,c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Implied Conditions and Warranties.embedding.npy,0
c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Formalities and Subject Matter.embedding.npy,c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Actions for Breach of Contract.embedding.npy,0
c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Implied Conditions and Warranties.embedding.npy,c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Rights of Unpaid Seller.embedding.npy,1
c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Implied Conditions and Warranties.embedding.npy,c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Actions for Breach of Contract.embedding.npy,1
c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Implied Conditions and Warranties.embedding.npy,c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Introduction and Contract for Sale of Goods.embedding.npy,1
c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Implied Conditions and Warranties.embedding.npy,c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Formalities and Subject Matter.embedding.npy,0
c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Implied Conditions and Warranties.embedding.npy,c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Performance and Delivery.embedding.npy,0
c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Implied Conditions and Warranties.embedding.npy,c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Capacity to Buy and Sell.embedding.npy,0
c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Introduction and Contract for Sale of Goods.embedding.npy,c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Transfer of Property and Title.embedding.npy,1
c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Introduction and Contract for Sale of Goods.embedding.npy,c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Rights of Unpaid Seller.embedding.npy,1
c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Introduction and Contract for Sale of Goods.embedding.npy,c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Actions for Breach of Contract.embedding.npy,1
c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Introduction and Contract for Sale of Goods.embedding.npy,c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Capacity to Buy and Sell.embedding.npy,0
c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Introduction and Contract for Sale of Goods.embedding.npy,c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Implied Conditions and Warranties.embedding.npy,0
c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Introduction and Contract for Sale of Goods.embedding.npy,c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Performance and Delivery.embedding.npy,0
c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Performance and Delivery.embedding.npy,c:\Users\pasin\Documents\GitHub\legal-moe-project\data\subdomains\contract_law\09. Sale of goods part 1 5-1-2020 notes__Actions for Breach of Contract.embedding.npy,1
